gene_id	reporting_category	biochemical_context	original_families	resolution_group	family_resolution_method	family_resolution_status	nearest_reference_id	nearest_reference_family	nearest_reference_distance	hmmer_score	hmmer_evalue	length	source	sequence_scope	discovery_round	matched_protein_id	meme_status	meme_status_quality_aware	motif_support_quality	meme_evaluable	singleton_passthrough	n_motifs_found	n_motifs_expected	motif_ids	motif_best_evalue	motif_coverage	expected_domain_record_present	pfam_n_domains	pfam_domain_architecture	pfam_best_evalue	pfam_total_score	pfam_confirmation_rule	pfam_required_ids	pfam_required_n_domains	pfam_required_n_present	domain_confirmation_status	domain_validated	meme_biological_pass	meme_operational_pass	meme_pass	pfam_pass	pfam_status	pfam_gate_active	final_pass	final_outcome
GMO.00001599.v1.g207010.t1	aos_hpl	Oxylipin and volatile-product chemistry								354.8	2e-104	531	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g207010.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.5300000000000003e-22	1.0	true	1	all	4.5e-110	354.5	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001329.v1.g149470.t1	aos_hpl	Oxylipin and volatile-product chemistry								354.1	3.4e-104	513	proteome_v1_exact	full_length	round2	GMO.00001329.v1.g149470.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.83e-24	1.0	true	1	all	7.3e-110	353.8	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002284.v1.g433870.t1	aos_hpl	Oxylipin and volatile-product chemistry								353.9	3.9e-104	523	proteome_v1_exact	full_length	round2	GMO.00002284.v1.g433870.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	4.38e-24	1.0	true	1	all	8.200000000000001e-110	353.7	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002427.v1.g527130.t1	aos_hpl	Oxylipin and volatile-product chemistry								353.2	6.300000000000001e-104	493	proteome_v1_exact	full_length	round2	GMO.00002427.v1.g527130.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.13e-22	1.0	true	1	all	1.4e-109	352.9	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000937.v1.g088360.t1	aos_hpl	Oxylipin and volatile-product chemistry								352.9	8.100000000000001e-104	524	proteome_v1_exact	full_length	round2	GMO.00000937.v1.g088360.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	4.5000000000000003e-23	1.0	true	1	all	1.7e-109	352.6	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002523.v1.g599630.t1	aos_hpl	Oxylipin and volatile-product chemistry								352.2	1.3e-103	513	proteome_v1_exact	full_length	round2	GMO.00002523.v1.g599630.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.83e-24	1.0	true	1	all	2.7e-109	352.0	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001179.v1.g117230.t1	aos_hpl	Oxylipin and volatile-product chemistry								352.0	1.5e-103	515	proteome_v1_exact	full_length	round2	GMO.00001179.v1.g117230.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	6.42e-22	1.0	true	1	all	3.1e-109	351.8	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002354.v1.g499720.t1	aos_hpl	Oxylipin and volatile-product chemistry								352.0	1.5e-103	515	proteome_v1_exact	full_length	round2	GMO.00002354.v1.g499720.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	6.42e-22	1.0	true	1	all	3.1e-109	351.8	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002288.v1.g440350.t1	aos_hpl	Oxylipin and volatile-product chemistry								351.3	2.5e-103	520	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440350.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	8.95e-26	1.0	true	1	all	5e-109	351.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001798.v1.g245360.t1	aos_hpl	Oxylipin and volatile-product chemistry								351.2	2.6e-103	500	proteome_v1_exact	full_length	round2	GMO.00001798.v1.g245360.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.09e-21	1.0	true	1	all	5.7e-109	350.9	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002453.v1.g536150.t1	aos_hpl	Oxylipin and volatile-product chemistry								350.1	5.5e-103	516	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g536150.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.520000000000001e-27	1.0	true	1	all	1.2e-108	349.8	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001376.v1.g170210.t1	aos_hpl	Oxylipin and volatile-product chemistry								348.2	2.2e-102	520	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g170210.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	8.95e-26	1.0	true	1	all	4.3e-108	348.0	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001059.v1.g100980.t1	aos_hpl	Oxylipin and volatile-product chemistry								347.9	2.6e-102	520	proteome_v1_exact	full_length	round2	GMO.00001059.v1.g100980.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	8.24e-20	1.0	true	1	all	5.5e-108	347.6	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001376.v1.g170190.t1	aos_hpl	Oxylipin and volatile-product chemistry								347.6	3.3e-102	527	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g170190.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.18e-25	1.0	true	1	all	7.1e-108	347.3	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001599.v1.g205770.t1	aos_hpl	Oxylipin and volatile-product chemistry								346.9	5.3e-102	500	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g205770.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.68e-22	1.0	true	1	all	1.2e-107	346.6	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002288.v1.g440310.t1	aos_hpl	Oxylipin and volatile-product chemistry								346.9	5.2e-102	527	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440310.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.18e-25	1.0	true	1	all	1.0999999999999999e-107	346.6	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002453.v1.g536160.t1	aos_hpl	Oxylipin and volatile-product chemistry								346.9	5.2e-102	501	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g536160.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.7e-27	1.0	true	1	all	1.0999999999999999e-107	346.6	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000895.v1.g085780.t1	aos_hpl	Oxylipin and volatile-product chemistry								346.4	7.499999999999999e-102	501	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g085780.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.7e-27	1.0	true	1	all	1.6e-107	346.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002325.v1.g478160.t1	aos_hpl	Oxylipin and volatile-product chemistry								344.6	2.6e-101	514	proteome_v1_exact	full_length	round2	GMO.00002325.v1.g478160.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.91e-20	1.0	true	1	all	5.3e-107	344.4	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002498.v1.g566900.t1	aos_hpl	Oxylipin and volatile-product chemistry								343.2	7e-101	529	proteome_v1_exact	full_length	round2	GMO.00002498.v1.g566900.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	9.63e-22	1.0	true	1	all	1.6e-106	342.8	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002176.v1.g325930.t1	aos_hpl	Oxylipin and volatile-product chemistry								342.6	1.1000000000000001e-100	504	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g325930.t1	confirmed	confirmed	strong_only	True	False	9	10	motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.9e-19	0.9	true	1	all	2.3e-106	342.3	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001599.v1.g207020.t1	aos_hpl	Oxylipin and volatile-product chemistry								342.1	1.5e-100	515	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g207020.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.6000000000000002e-22	1.0	true	1	all	3.4000000000000003e-106	341.8	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002325.v1.g479740.t1	aos_hpl	Oxylipin and volatile-product chemistry								342.1	1.5e-100	530	proteome_v1_exact	full_length	round2	GMO.00002325.v1.g479740.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.61e-27	1.0	true	1	all	2.9999999999999997e-106	341.9	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002288.v1.g440230.t2	aos_hpl	Oxylipin and volatile-product chemistry								342.0	1.6e-100	521	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440230.t2	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	4.76e-25	1.0	true	1	all	3.5e-106	341.7	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002176.v1.g328170.t1	aos_hpl	Oxylipin and volatile-product chemistry								341.6	2.1e-100	525	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g328170.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	5.52e-21	1.0	true	1	all	4.6e-106	341.3	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001376.v1.g170100.t2	aos_hpl	Oxylipin and volatile-product chemistry								341.5	2.3e-100	521	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g170100.t2	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	4.76e-25	1.0	true	1	all	4.9e-106	341.2	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000571.v1.g025730.t1	aos_hpl	Oxylipin and volatile-product chemistry								341.3	2.6e-100	530	proteome_v1_exact	full_length	round2	GMO.00000571.v1.g025730.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.61e-27	1.0	true	1	all	5.2e-106	341.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002453.v1.g536140.t1	aos_hpl	Oxylipin and volatile-product chemistry								341.3	2.6e-100	501	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g536140.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.44e-26	1.0	true	1	all	5.9e-106	340.9	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000895.v1.g085800.t1	aos_hpl	Oxylipin and volatile-product chemistry								340.7	4.1e-100	500	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g085800.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.6099999999999997e-24	1.0	true	1	all	9.3e-106	340.3	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001358.v1.g166420.t1	aos_hpl	Oxylipin and volatile-product chemistry								340.3	5.4e-100	515	proteome_v1_exact	full_length	round2	GMO.00001358.v1.g166420.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.97e-22	1.0	true	1	all	1.0999999999999998e-105	340.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002495.v1.g561710.t1	aos_hpl	Oxylipin and volatile-product chemistry								340.3	5.4e-100	515	proteome_v1_exact	full_length	round2	GMO.00002495.v1.g561710.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.97e-22	1.0	true	1	all	1.0999999999999998e-105	340.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002497.v1.g563230.t1	aos_hpl	Oxylipin and volatile-product chemistry								340.1	6e-100	529	proteome_v1_exact	full_length	round2	GMO.00002497.v1.g563230.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	9.63e-22	1.0	true	1	all	1.3e-105	339.8	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002523.v1.g599950.t1	aos_hpl	Oxylipin and volatile-product chemistry								340.1	5.9e-100	527	proteome_v1_exact	full_length	round2	GMO.00002523.v1.g599950.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.610000000000001e-21	1.0	true	1	all	1.1999999999999999e-105	340.0	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001309.v1.g145060.t1	aos_hpl	Oxylipin and volatile-product chemistry								339.5	9.500000000000001e-100	545	proteome_v1_exact	full_length	round2	GMO.00001309.v1.g145060.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.39e-19	1.0	true	1	all	2.1e-105	339.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001599.v1.g206960.t1	aos_hpl	Oxylipin and volatile-product chemistry								339.5	9.500000000000001e-100	545	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g206960.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.39e-19	1.0	true	1	all	2.1e-105	339.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001329.v1.g149830.t1	aos_hpl	Oxylipin and volatile-product chemistry								338.7	1.6e-99	526	proteome_v1_exact	full_length	round2	GMO.00001329.v1.g149830.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.610000000000001e-21	1.0	true	1	all	3.0999999999999998e-105	338.6	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001309.v1.g145110.t1	aos_hpl	Oxylipin and volatile-product chemistry								337.4	4.1e-99	524	proteome_v1_exact	full_length	round2	GMO.00001309.v1.g145110.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.24e-20	1.0	true	1	all	8.3e-105	337.2	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001599.v1.g206900.t1	aos_hpl	Oxylipin and volatile-product chemistry								337.4	4.1e-99	524	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g206900.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.24e-20	1.0	true	1	all	8.3e-105	337.2	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001309.v1.g145020.t1	aos_hpl	Oxylipin and volatile-product chemistry								337.2	4.5e-99	519	proteome_v1_exact	full_length	round2	GMO.00001309.v1.g145020.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.48e-21	1.0	true	1	all	9.599999999999999e-105	336.9	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001330.v1.g151740.t1	aos_hpl	Oxylipin and volatile-product chemistry								336.4	8e-99	513	proteome_v1_exact	full_length	round2	GMO.00001330.v1.g151740.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.01e-23	1.0	true	1	all	1.7e-104	336.2	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002453.v1.g536130.t1	aos_hpl	Oxylipin and volatile-product chemistry								336.3	8.6e-99	505	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g536130.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	9.56e-27	1.0	true	1	all	1.8000000000000002e-104	336.0	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000571.v1.g024850.t1	aos_hpl	Oxylipin and volatile-product chemistry								336.1	9.7e-99	532	proteome_v1_exact	full_length	round2	GMO.00000571.v1.g024850.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.32e-20	1.0	true	1	all	2.2e-104	335.8	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002253.v1.g388170.t2	aos_hpl	Oxylipin and volatile-product chemistry								335.3	1.7e-98	513	proteome_v1_exact	full_length	round2	GMO.00002253.v1.g388170.t2	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	7.29e-25	1.0	true	1	all	3.7e-104	335.0	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001227.v1.g123240.t1	aos_hpl	Oxylipin and volatile-product chemistry								334.6	2.8000000000000002e-98	511	proteome_v1_exact	full_length	round2	GMO.00001227.v1.g123240.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	6.59e-25	1.0	true	1	all	6.100000000000001e-104	334.3	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002631.v1.g642250.t1	aos_hpl	Oxylipin and volatile-product chemistry								334.4	3.2e-98	503	proteome_v1_exact	full_length	round2	GMO.00002631.v1.g642250.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.21e-22	1.0	true	1	all	6.8e-104	334.2	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002283.v1.g428060.t1	aos_hpl	Oxylipin and volatile-product chemistry								333.9	4.7e-98	511	proteome_v1_exact	full_length	round2	GMO.00002283.v1.g428060.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.02e-25	1.0	true	1	all	1e-103	333.5	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002325.v1.g480560.t1	aos_hpl	Oxylipin and volatile-product chemistry								333.7	5.3e-98	508	proteome_v1_exact	full_length	round2	GMO.00002325.v1.g480560.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.36e-24	1.0	true	1	all	1.2e-103	333.4	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000895.v1.g085810.t1	aos_hpl	Oxylipin and volatile-product chemistry								333.5	6e-98	505	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g085810.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.61e-26	1.0	true	1	all	1.3e-103	333.3	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001376.v1.g169980.t1	aos_hpl	Oxylipin and volatile-product chemistry								333.3	7.2e-98	545	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g169980.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.7999999999999995e-24	1.0	true	1	all	1.6e-103	332.9	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001343.v1.g157540.t1	aos_hpl	Oxylipin and volatile-product chemistry								333.1	8.200000000000001e-98	510	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g157540.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.08e-25	1.0	true	1	all	1.6e-103	332.9	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002288.v1.g440250.t1	aos_hpl	Oxylipin and volatile-product chemistry								332.9	9e-98	528	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440250.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.14e-24	1.0	true	1	all	1.9e-103	332.7	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001376.v1.g169970.t1	aos_hpl	Oxylipin and volatile-product chemistry								332.5	1.2e-97	545	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g169970.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.7999999999999995e-24	1.0	true	1	all	2.6e-103	332.2	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001376.v1.g170120.t1	aos_hpl	Oxylipin and volatile-product chemistry								332.5	1.2e-97	528	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g170120.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.14e-24	1.0	true	1	all	2.5e-103	332.3	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001558.v1.g195700.t1	aos_hpl	Oxylipin and volatile-product chemistry								332.4	1.3e-97	512	proteome_v1_exact	full_length	round2	GMO.00001558.v1.g195700.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.6499999999999998e-23	1.0	true	1	all	2.7e-103	332.2	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002326.v1.g482730.t1	aos_hpl	Oxylipin and volatile-product chemistry								332.4	1.3e-97	512	proteome_v1_exact	full_length	round2	GMO.00002326.v1.g482730.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	1.6499999999999998e-23	1.0	true	1	all	2.7e-103	332.2	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00001385.v1.g177690.t1	aos_hpl	Oxylipin and volatile-product chemistry								332.1	1.6e-97	510	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g177690.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.08e-25	1.0	true	1	all	3.3e-103	331.9	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000555.v1.g022830.t1	aos_hpl	Oxylipin and volatile-product chemistry								331.7	2.2e-97	513	proteome_v1_exact	full_length	round2	GMO.00000555.v1.g022830.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	9.11e-29	1.0	true	1	all	4.7e-103	331.4	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00000895.v1.g086230.t1	aos_hpl	Oxylipin and volatile-product chemistry								331.4	2.6e-97	521	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g086230.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	2.05e-22	1.0	true	1	all	5.8e-103	331.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
GMO.00002288.v1.g440120.t1	aos_hpl	Oxylipin and volatile-product chemistry								331.4	2.7e-97	545	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440120.t1	confirmed	confirmed	strong_only	True	False	10	10	motif_1,motif_10,motif_2,motif_3,motif_4,motif_5,motif_6,motif_7,motif_8,motif_9	3.7999999999999995e-24	1.0	true	1	all	5.9e-103	331.1	any_required	PF00067	1	1	complete	True	True	True	True	True	complete	True	True	retained
