gene_id	family	biochemical_context	target_bin	length	score	evalue	source	sequence_scope	discovery_round	matched_protein_id	pfam_hit	full_length_reference_hit	passing_pfam_profiles	passing_full_length_reference_queries	search_route
GMO.00001527.v1.g192460.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	509	512.5	2.6e-152	proteome_v1_exact	full_length	round1	GMO.00001527.v1.g192460.t1	true	false	PF00232.25		pfam_only
GMO.00002277.v1.g413310.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	509	512.3	3e-152	proteome_v1_exact	full_length	round1	GMO.00002277.v1.g413310.t1	true	false	PF00232.25		pfam_only
GMO.00001527.v1.g192620.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	508	511.7	4.5e-152	proteome_v1_exact	full_length	round1	GMO.00001527.v1.g192620.t1	true	false	PF00232.25		pfam_only
GMO.00001050.v1.g096380.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	481	502.5	2.7e-149	proteome_v1_exact	full_length	round1	GMO.00001050.v1.g096380.t1	true	false	PF00232.25		pfam_only
GMO.00002523.v1.g603220.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	481	502.4	3.1e-149	proteome_v1_exact	full_length	round1	GMO.00002523.v1.g603220.t1	true	false	PF00232.25		pfam_only
GMO.00001378.v1.g171120.t2	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	512	495.9	2.8e-147	proteome_v1_exact	full_length	round1	GMO.00001378.v1.g171120.t2	true	false	PF00232.25		pfam_only
GMO.00002288.v1.g439230.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	519	495.3	4.2e-147	proteome_v1_exact	full_length	round1	GMO.00002288.v1.g439230.t1	true	false	PF00232.25		pfam_only
GMO.00001378.v1.g171180.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	548	492.5	2.9e-146	proteome_v1_exact	full_length	round1	GMO.00001378.v1.g171180.t1	true	false	PF00232.25		pfam_only
GMO.00002288.v1.g439150.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	548	492.3	3.5e-146	proteome_v1_exact	full_length	round1	GMO.00002288.v1.g439150.t1	true	false	PF00232.25		pfam_only
GMO.00000845.v1.g075370.t2	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	521	487.6	9.5e-145	proteome_v1_exact	full_length	round1	GMO.00000845.v1.g075370.t2	true	false	PF00232.25		pfam_only
GMO.00002319.v1.g458380.t3	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	521	487.6	9.5e-145	proteome_v1_exact	full_length	round1	GMO.00002319.v1.g458380.t3	true	false	PF00232.25		pfam_only
GMO.00001378.v1.g171130.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	564	486.3	2.3e-144	proteome_v1_exact	full_length	round1	GMO.00001378.v1.g171130.t1	true	false	PF00232.25		pfam_only
GMO.00002288.v1.g439220.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	564	484.5	8.2e-144	proteome_v1_exact	full_length	round1	GMO.00002288.v1.g439220.t1	true	false	PF00232.25		pfam_only
GMO.00000937.v1.g087670.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	254	288.4	2.5e-84	proteome_v1_exact	full_length	round1	GMO.00000937.v1.g087670.t1	true	false	PF00232.25		pfam_only
GMO.00002275.v1.g403610.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	237	217.8	6.4e-63	proteome_v1_exact	full_length	round1	GMO.00002275.v1.g403610.t1	true	false	PF00232.25		pfam_only
GMO.00000937.v1.g087690.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	269	213.8	1e-61	proteome_v1_exact	full_length	round1	GMO.00000937.v1.g087690.t1	true	false	PF00232.25		pfam_only
GMO.00002284.v1.g432940.t2	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	269	213.8	1e-61	proteome_v1_exact	full_length	round1	GMO.00002284.v1.g432940.t2	true	false	PF00232.25		pfam_only
GMO.00002284.v1.g432920.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	163	196.5	1.9e-56	proteome_v1_exact	full_length	round1	GMO.00002284.v1.g432920.t1	true	false	PF00232.25		pfam_only
GMO.00000172.v1.g002150.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	664	182.2	3.9e-52	proteome_v1_exact	full_length	round1	GMO.00000172.v1.g002150.t1	true	false	PF00232.25		pfam_only
GMO.00000176.v1.g002350.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	664	182.2	3.9e-52	proteome_v1_exact	full_length	round1	GMO.00000176.v1.g002350.t1	true	false	PF00232.25		pfam_only
GMO.00002176.v1.g336480.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	664	182.2	3.9e-52	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g336480.t1	true	false	PF00232.25		pfam_only
GMO.00002356.v1.g504650.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	136	136.9	2.2e-38	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504650.t1	true	false	PF00232.25		pfam_only
GMO.00002284.v1.g432890.t1	Myrosinase	Sulfur release and comparative reference architectures	Myrosinase	104	65.2	1.2e-16	proteome_v1_exact	full_length	round1	GMO.00002284.v1.g432890.t1	true	false	PF00232.25		pfam_only
GMO.00000748.v1.g065690.t1	AOC	Oxylipin and volatile-product chemistry	AOC	250	321.6	3.5e-95	proteome_v1_exact	full_length	round2	GMO.00000748.v1.g065690.t1	true	true	PF06351.17	Q9LS01/AOC3_ARATH/SV1	pfam_and_reference
GMO.00002452.v1.g534540.t1	AOC	Oxylipin and volatile-product chemistry	AOC	250	321.6	3.5e-95	proteome_v1_exact	full_length	round2	GMO.00002452.v1.g534540.t1	true	true	PF06351.17	Q9LS01/AOC3_ARATH/SV1	pfam_and_reference
GMO.00000741.v1.g063280.t1	AOC	Oxylipin and volatile-product chemistry	AOC	258	317.0	8.7e-94	proteome_v1_exact	full_length	round2	GMO.00000741.v1.g063280.t1	true	true	PF06351.17	Q9LS01/AOC3_ARATH/SV1	pfam_and_reference
GMO.00002272.v1.g401360.t1	AOC	Oxylipin and volatile-product chemistry	AOC	258	317.0	8.7e-94	proteome_v1_exact	full_length	round2	GMO.00002272.v1.g401360.t1	true	true	PF06351.17	Q9LS01/AOC3_ARATH/SV1	pfam_and_reference
GMO.00000748.v1.g065700.t1	AOC	Oxylipin and volatile-product chemistry	AOC	184	310.8	7.2e-92	proteome_v1_exact	full_length	round2	GMO.00000748.v1.g065700.t1	true	true	PF06351.17	Q9LS01/AOC3_ARATH/SV1	pfam_and_reference
GMO.00002452.v1.g534530.t1	AOC	Oxylipin and volatile-product chemistry	AOC	184	310.8	7.2e-92	proteome_v1_exact	full_length	round2	GMO.00002452.v1.g534530.t1	true	true	PF06351.17	Q9LS01/AOC3_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g338720.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	526	794.3	1.5e-238	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g338720.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00002211.v1.g343080.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	526	794.3	1.5e-238	proteome_v1_exact	full_length	round2	GMO.00002211.v1.g343080.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00002275.v1.g408390.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	480	672.4	9.7e-202	proteome_v1_exact	full_length	round2	GMO.00002275.v1.g408390.t2	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00002368.v1.g515840.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	504	567.1	1e-169	proteome_v1_exact	full_length	round2	GMO.00002368.v1.g515840.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00001736.v1.g232740.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	504	565.9	2.5e-169	proteome_v1_exact	full_length	round2	GMO.00001736.v1.g232740.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g313970.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	500	559.6	2e-167	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g313970.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00002368.v1.g515760.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	483	551.9	4.2e-165	proteome_v1_exact	full_length	round2	GMO.00002368.v1.g515760.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00001736.v1.g232730.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	483	551.5	5.7e-165	proteome_v1_exact	full_length	round2	GMO.00001736.v1.g232730.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00001753.v1.g239020.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	484	551.5	5.8e-165	proteome_v1_exact	full_length	round2	GMO.00001753.v1.g239020.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00002631.v1.g642910.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	484	548.6	4.2e-164	proteome_v1_exact	full_length	round2	GMO.00002631.v1.g642910.t1	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00000719.v1.g049070.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	353	439.0	5.2e-131	proteome_v1_exact	full_length	round2	GMO.00000719.v1.g049070.t2	true	true	PF00067.28	Q96242/CP74A_ARATH/SV3;Q9ZSY9/C74B2_ARATH/SV1	pfam_and_reference
GMO.00001180.v1.g117620.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	506	398.7	1e-117	proteome_v1_exact	full_length	round2	GMO.00001180.v1.g117620.t1	true	false	PF00067.28		pfam_only
GMO.00002354.v1.g500220.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	506	398.7	1e-117	proteome_v1_exact	full_length	round2	GMO.00002354.v1.g500220.t1	true	false	PF00067.28		pfam_only
GMO.00002521.v1.g598140.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	505	375.0	1.6e-110	proteome_v1_exact	full_length	round2	GMO.00002521.v1.g598140.t1	true	false	PF00067.28		pfam_only
GMO.00001309.v1.g145030.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	607	374.4	2.3e-110	proteome_v1_exact	full_length	round2	GMO.00001309.v1.g145030.t1	true	false	PF00067.28		pfam_only
GMO.00001599.v1.g206990.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	607	374.4	2.3e-110	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g206990.t1	true	false	PF00067.28		pfam_only
GMO.00001059.v1.g101010.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	505	374.2	2.7e-110	proteome_v1_exact	full_length	round2	GMO.00001059.v1.g101010.t1	true	false	PF00067.28		pfam_only
GMO.00001016.v1.g092530.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	531	373.1	6e-110	proteome_v1_exact	full_length	round2	GMO.00001016.v1.g092530.t1	true	false	PF00067.28		pfam_only
GMO.00000687.v1.g046570.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	514	372.7	8.1e-110	proteome_v1_exact	full_length	round2	GMO.00000687.v1.g046570.t1	true	false	PF00067.28		pfam_only
GMO.00002294.v1.g447570.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	514	372.7	8.1e-110	proteome_v1_exact	full_length	round2	GMO.00002294.v1.g447570.t1	true	false	PF00067.28		pfam_only
GMO.00002516.v1.g581330.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	531	372.6	8.4e-110	proteome_v1_exact	full_length	round2	GMO.00002516.v1.g581330.t1	true	false	PF00067.28		pfam_only
GMO.00002317.v1.g455750.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	517	370.7	3.1e-109	proteome_v1_exact	full_length	round2	GMO.00002317.v1.g455750.t1	true	false	PF00067.28		pfam_only
GMO.00000552.v1.g021570.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	518	368.3	1.7e-108	proteome_v1_exact	full_length	round2	GMO.00000552.v1.g021570.t1	true	false	PF00067.28		pfam_only
GMO.00002176.v1.g310450.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	502	365.9	8.9e-108	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g310450.t1	true	false	PF00067.28		pfam_only
GMO.00002176.v1.g310430.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	503	364.8	2e-107	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g310430.t1	true	false	PF00067.28		pfam_only
GMO.00002284.v1.g433830.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	523	364.7	2.1e-107	proteome_v1_exact	full_length	round2	GMO.00002284.v1.g433830.t1	true	false	PF00067.28		pfam_only
GMO.00000571.v1.g024880.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	520	364.3	2.7e-107	proteome_v1_exact	full_length	round2	GMO.00000571.v1.g024880.t1	true	false	PF00067.28		pfam_only
GMO.00002325.v1.g479040.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	516	363.5	4.9e-107	proteome_v1_exact	full_length	round2	GMO.00002325.v1.g479040.t1	true	false	PF00067.28		pfam_only
GMO.00002288.v1.g440220.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	511	363.1	6.5e-107	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440220.t1	true	false	PF00067.28		pfam_only
GMO.00000937.v1.g088370.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	521	362.2	1.2e-106	proteome_v1_exact	full_length	round2	GMO.00000937.v1.g088370.t1	true	false	PF00067.28		pfam_only
GMO.00002284.v1.g433880.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	521	362.2	1.2e-106	proteome_v1_exact	full_length	round2	GMO.00002284.v1.g433880.t1	true	false	PF00067.28		pfam_only
GMO.00002802.v1.g687960.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	524	362.1	1.3e-106	proteome_v1_exact	full_length	round2	GMO.00002802.v1.g687960.t1	true	false	PF00067.28		pfam_only
GMO.00002654.v1.g656020.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	524	361.7	1.7e-106	proteome_v1_exact	full_length	round2	GMO.00002654.v1.g656020.t1	true	false	PF00067.28		pfam_only
GMO.00001329.v1.g149450.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	513	358.5	1.6e-105	proteome_v1_exact	full_length	round2	GMO.00001329.v1.g149450.t1	true	false	PF00067.28		pfam_only
GMO.00000571.v1.g024870.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	516	358.3	1.8e-105	proteome_v1_exact	full_length	round2	GMO.00000571.v1.g024870.t1	true	false	PF00067.28		pfam_only
GMO.00002523.v1.g599610.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	513	357.2	3.8e-105	proteome_v1_exact	full_length	round2	GMO.00002523.v1.g599610.t1	true	false	PF00067.28		pfam_only
GMO.00002317.v1.g455070.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	501	356.9	4.8e-105	proteome_v1_exact	full_length	round2	GMO.00002317.v1.g455070.t1	true	false	PF00067.28		pfam_only
GMO.00001309.v1.g144990.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	531	355.5	1.3e-104	proteome_v1_exact	full_length	round2	GMO.00001309.v1.g144990.t1	true	false	PF00067.28		pfam_only
GMO.00000693.v1.g047300.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	501	354.8	2.2e-104	proteome_v1_exact	full_length	round2	GMO.00000693.v1.g047300.t1	true	false	PF00067.28		pfam_only
GMO.00001599.v1.g207010.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	531	354.8	2e-104	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g207010.t1	true	false	PF00067.28		pfam_only
GMO.00001329.v1.g149470.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	513	354.1	3.4e-104	proteome_v1_exact	full_length	round2	GMO.00001329.v1.g149470.t1	true	false	PF00067.28		pfam_only
GMO.00002284.v1.g433870.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	523	353.9	3.9e-104	proteome_v1_exact	full_length	round2	GMO.00002284.v1.g433870.t1	true	false	PF00067.28		pfam_only
GMO.00002427.v1.g527130.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	493	353.2	6.3e-104	proteome_v1_exact	full_length	round2	GMO.00002427.v1.g527130.t1	true	false	PF00067.28		pfam_only
GMO.00000937.v1.g088360.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	524	352.9	8.1e-104	proteome_v1_exact	full_length	round2	GMO.00000937.v1.g088360.t1	true	false	PF00067.28		pfam_only
GMO.00002523.v1.g599630.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	513	352.2	1.3e-103	proteome_v1_exact	full_length	round2	GMO.00002523.v1.g599630.t1	true	false	PF00067.28		pfam_only
GMO.00001179.v1.g117230.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	515	352.0	1.5e-103	proteome_v1_exact	full_length	round2	GMO.00001179.v1.g117230.t1	true	false	PF00067.28		pfam_only
GMO.00002354.v1.g499720.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	515	352.0	1.5e-103	proteome_v1_exact	full_length	round2	GMO.00002354.v1.g499720.t1	true	false	PF00067.28		pfam_only
GMO.00002288.v1.g440350.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	520	351.3	2.5e-103	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440350.t1	true	false	PF00067.28		pfam_only
GMO.00001798.v1.g245360.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	500	351.2	2.6e-103	proteome_v1_exact	full_length	round2	GMO.00001798.v1.g245360.t1	true	false	PF00067.28		pfam_only
GMO.00002453.v1.g536150.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	516	350.1	5.5e-103	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g536150.t1	true	false	PF00067.28		pfam_only
GMO.00001376.v1.g170210.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	520	348.2	2.2e-102	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g170210.t1	true	false	PF00067.28		pfam_only
GMO.00001059.v1.g100980.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	520	347.9	2.6e-102	proteome_v1_exact	full_length	round2	GMO.00001059.v1.g100980.t1	true	false	PF00067.28		pfam_only
GMO.00001376.v1.g170190.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	527	347.6	3.3e-102	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g170190.t1	true	false	PF00067.28		pfam_only
GMO.00001599.v1.g205770.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	500	346.9	5.3e-102	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g205770.t1	true	false	PF00067.28		pfam_only
GMO.00002288.v1.g440310.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	527	346.9	5.2e-102	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440310.t1	true	false	PF00067.28		pfam_only
GMO.00002453.v1.g536160.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	501	346.9	5.2e-102	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g536160.t1	true	false	PF00067.28		pfam_only
GMO.00000895.v1.g085780.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	501	346.4	7.5e-102	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g085780.t1	true	false	PF00067.28		pfam_only
GMO.00002325.v1.g478160.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	514	344.6	2.6e-101	proteome_v1_exact	full_length	round2	GMO.00002325.v1.g478160.t1	true	false	PF00067.28		pfam_only
GMO.00002498.v1.g566900.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	529	343.2	7e-101	proteome_v1_exact	full_length	round2	GMO.00002498.v1.g566900.t1	true	false	PF00067.28		pfam_only
GMO.00002176.v1.g325930.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	504	342.6	1.1e-100	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g325930.t1	true	false	PF00067.28		pfam_only
GMO.00001599.v1.g207020.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	515	342.1	1.5e-100	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g207020.t1	true	false	PF00067.28		pfam_only
GMO.00002325.v1.g479740.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	530	342.1	1.5e-100	proteome_v1_exact	full_length	round2	GMO.00002325.v1.g479740.t1	true	false	PF00067.28		pfam_only
GMO.00002288.v1.g440230.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	521	342.0	1.6e-100	proteome_v1_exact	full_length	round2	GMO.00002288.v1.g440230.t2	true	false	PF00067.28		pfam_only
GMO.00002176.v1.g328170.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	525	341.6	2.1e-100	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g328170.t1	true	false	PF00067.28		pfam_only
GMO.00001376.v1.g170100.t2	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	521	341.5	2.3e-100	proteome_v1_exact	full_length	round2	GMO.00001376.v1.g170100.t2	true	false	PF00067.28		pfam_only
GMO.00000571.v1.g025730.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	530	341.3	2.6e-100	proteome_v1_exact	full_length	round2	GMO.00000571.v1.g025730.t1	true	false	PF00067.28		pfam_only
GMO.00002453.v1.g536140.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	501	341.3	2.6e-100	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g536140.t1	true	false	PF00067.28		pfam_only
GMO.00000895.v1.g085800.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	500	340.7	4.1e-100	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g085800.t1	true	false	PF00067.28		pfam_only
GMO.00001358.v1.g166420.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	515	340.3	5.4e-100	proteome_v1_exact	full_length	round2	GMO.00001358.v1.g166420.t1	true	false	PF00067.28		pfam_only
GMO.00002495.v1.g561710.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	515	340.3	5.4e-100	proteome_v1_exact	full_length	round2	GMO.00002495.v1.g561710.t1	true	false	PF00067.28		pfam_only
GMO.00002497.v1.g563230.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	529	340.1	6e-100	proteome_v1_exact	full_length	round2	GMO.00002497.v1.g563230.t1	true	false	PF00067.28		pfam_only
GMO.00002523.v1.g599950.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	527	340.1	5.9e-100	proteome_v1_exact	full_length	round2	GMO.00002523.v1.g599950.t1	true	false	PF00067.28		pfam_only
GMO.00001309.v1.g145060.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	545	339.5	9.5e-100	proteome_v1_exact	full_length	round2	GMO.00001309.v1.g145060.t1	true	false	PF00067.28		pfam_only
GMO.00001599.v1.g206960.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	545	339.5	9.5e-100	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g206960.t1	true	false	PF00067.28		pfam_only
GMO.00001329.v1.g149830.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	526	338.7	1.6e-99	proteome_v1_exact	full_length	round2	GMO.00001329.v1.g149830.t1	true	false	PF00067.28		pfam_only
GMO.00001309.v1.g145110.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	524	337.4	4.1e-99	proteome_v1_exact	full_length	round2	GMO.00001309.v1.g145110.t1	true	false	PF00067.28		pfam_only
GMO.00001599.v1.g206900.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	524	337.4	4.1e-99	proteome_v1_exact	full_length	round2	GMO.00001599.v1.g206900.t1	true	false	PF00067.28		pfam_only
GMO.00001309.v1.g145020.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	519	337.2	4.5e-99	proteome_v1_exact	full_length	round2	GMO.00001309.v1.g145020.t1	true	false	PF00067.28		pfam_only
GMO.00001330.v1.g151740.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	513	336.4	8e-99	proteome_v1_exact	full_length	round2	GMO.00001330.v1.g151740.t1	true	false	PF00067.28		pfam_only
GMO.00002453.v1.g536130.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	505	336.3	8.6e-99	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g536130.t1	true	false	PF00067.28		pfam_only
GMO.00000571.v1.g024850.t1	AOS_HPL	Oxylipin and volatile-product chemistry	AOS/HPL-motivated P450 search	532	336.1	9.7e-99	proteome_v1_exact	full_length	round2	GMO.00000571.v1.g024850.t1	true	false	PF00067.28		pfam_only
